"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","AGEGROUP (CODE)","AGEGROUP (DISPLAY)","AGEGROUP (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","NAM","Namibia","","AGE20-24","20-24 years","","FMLE","Female","","25.5","25.50000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","NPL","Nepal","","AGE15-19","15-19  years","","FMLE","Female","","17.0","17.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","NPL","Nepal","","AGE20-24","20-24 years","","FMLE","Female","","12.4","12.40000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","NPL","Nepal","","AGE35-39","35-39 years","","FMLE","Female","","11.0","11.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","NPL","Nepal","","AGE45-49","45-49 years","","FMLE","Female","","9.8","9.80000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","NPL","Nepal","","AGE25-29","25-29 years","","FMLE","Female","","12.0","12.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","NPL","Nepal","","AGE30-34","30-34 years","","FMLE","Female","","11.4","11.40000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","NPL","Nepal","","AGE15-49","15-49 years","","FMLE","Female","","11.2","11.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","NPL","Nepal","","AGE40-44","40-44 years","","FMLE","Female","","7.0","7.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","EUR","Europe","","NLD","Netherlands","","AGE18-49","18-49 years","","FMLE","Female","","7.0","7.00000","","","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2009","2009","","WPR","Western Pacific","","VUT","Vanuatu","","AGE15-49","15-49 years","","FMLE","Female","","44.0","44.00000","","","","","National Survey on Women's Lives and Family Relationships Based on definition used in the WHO multi-country study on women’s health and domestic violence"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2011-2012","2011-2012","","AMR","Americas","","NIC","Nicaragua","","AGE25-29","25-29 years","","FMLE","Female","","7.5","7.50000","","","","","ENDESA "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2011-2012","2011-2012","","AMR","Americas","","NIC","Nicaragua","","AGE30-34","30-34 years","","FMLE","Female","","6.9","6.90000","","","","","ENDESA "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2011-2012","2011-2012","","AMR","Americas","","NIC","Nicaragua","","AGE20-24","20-24 years","","FMLE","Female","","9.2","9.20000","","","","","ENDESA "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2011-2012","2011-2012","","AMR","Americas","","NIC","Nicaragua","","AGE40-44","40-44 years","","FMLE","Female","","6.1","6.10000","","","","","ENDESA "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2011-2012","2011-2012","","AMR","Americas","","NIC","Nicaragua","","AGE15-49","15-49 years","","FMLE","Female","","7.5","7.50000","","","","","ENDESA Definition of sexual violence differs from the standard"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2011-2012","2011-2012","","AMR","Americas","","NIC","Nicaragua","","AGE45-49","45-49 years","","FMLE","Female","","4.4","4.40000","","","","","ENDESA "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2011-2012","2011-2012","","AMR","Americas","","NIC","Nicaragua","","AGE35-39","35-39 years","","FMLE","Female","","7.1","7.10000","","","","","ENDESA "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2011-2012","2011-2012","","AMR","Americas","","NIC","Nicaragua","","AGE15-19","15-19  years","","FMLE","Female","","11.9","11.90000","","","","","ENDESA "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","NGA","Nigeria","","AGE40-44","40-44 years","","FMLE","Female","","9.8","9.80000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","NGA","Nigeria","","AGE15-49","15-49 years","","FMLE","Female","","11.0","11.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","NGA","Nigeria","","AGE45-49","45-49 years","","FMLE","Female","","7.2","7.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","NGA","Nigeria","","AGE25-29","25-29 years","","FMLE","Female","","12.0","12.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","NGA","Nigeria","","AGE20-24","20-24 years","","FMLE","Female","","12.6","12.60000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","NGA","Nigeria","","AGE15-19","15-19  years","","FMLE","Female","","8.9","8.90000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","NGA","Nigeria","","AGE30-34","30-34 years","","FMLE","Female","","12.8","12.80000","","","","","DHS "
